dato,id,libres
OCUPACION,AL,10
OCUPACION,MA,2
OCUPACION,CA,37
OCUPACION,PA,61
OCUPACION,AN,146
OCUPACION,TE,6
OCUPACION,CE,24
OCUPACION,CY,67
OCUPACION,SJ,175
OCUPACION,PB,161
