dato,id,libres
OCUPACION,AL,19
OCUPACION,MA,18
OCUPACION,CA,179
OCUPACION,PA,4
OCUPACION,AN,421
OCUPACION,TE,84
OCUPACION,CE,262
OCUPACION,CY,350
OCUPACION,SJ,398
OCUPACION,PB,100
OCUPACION,SA,271
