dato,id,libres
OCUPACION,AL,1
OCUPACION,MA,1
OCUPACION,CA,10
OCUPACION,PA,19
OCUPACION,AN,329
OCUPACION,TE,44
OCUPACION,CE,179
OCUPACION,CY,348
OCUPACION,SJ,391
OCUPACION,PB,91
OCUPACION,SA,235
