id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,104,249,1,06:45:00,13:14:00
AN,363,508,139,06:45:00,12:45:00
CA,153,284,7,05:31:00,11:35:00
CE,187,326,0,06:45:00,12:16:00
CY,265,390,47,05:55:00,11:21:00
MA,102,255,0,06:17:00,11:55:00
PA,54,82,16,00:07:00,12:45:00
PB,172,203,136,06:45:00,19:29:00
SJ,319,394,158,01:47:00,10:58:00
TE,57,85,2,22:59:00,12:45:00
