poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,22:19:00,241,-1,22:19:00
2,Cervantes,-1,295,-1,331,-1,08:45:00,230,-1,15:18:00
3,El Palo,-1,62,-1,83,-1,20:55:00,0,-1,14:59:00
4,Av. de Andalucía,-1,491,-1,505,-1,08:45:00,476,-1,15:29:00
5,Camas,-1,197,-1,252,-1,23:56:00,121,-1,15:18:00
6,Cruz De Humilladero,100,86,-1,90,-1,08:45:00,78,-1,20:45:00
8,Alcazaba,-1,163,-1,257,-1,08:45:00,67,-1,18:55:00
9,San Juan De La Cruz,410,392,-1,395,-1,10:38:00,389,-1,15:59:00
10,Pz. de la Marina,324,139,-1,223,-1,09:12:00,1,-1,14:59:00
12,Tejón y Rodriguez,-1,81,-1,97,-1,10:27:00,41,-1,00:12:00
138,El Carmen,-1,-1,-1,-1,-1,22:19:00,-1,-1,22:19:00
139,Mármoles,-1,-1,-1,-1,-1,22:19:00,-1,-1,22:19:00
140,El Limonar,161,-1,-1,-1,-1,22:19:00,-1,-1,22:19:00
142,Bailén,-1,-1,-1,-1,-1,22:19:00,-1,-1,22:19:00
