dato,id,libres
OCUPACION,AL,193
OCUPACION,MA,180
OCUPACION,CA,209
OCUPACION,PA,79
OCUPACION,AN,461
OCUPACION,TE,90
OCUPACION,CE,324
OCUPACION,CY,376
OCUPACION,SJ,385
OCUPACION,PB,190
