dato,id,libres
OCUPACION,AL,43
OCUPACION,MA,12
OCUPACION,CA,109
OCUPACION,PA,80
OCUPACION,AN,468
OCUPACION,TE,79
OCUPACION,CE,207
OCUPACION,CY,329
OCUPACION,SJ,393
OCUPACION,PB,150
