dato,id,libres
OCUPACION,AL,95
OCUPACION,MA,101
OCUPACION,CA,136
OCUPACION,PA,67
OCUPACION,AN,435
OCUPACION,TE,73
OCUPACION,CE,298
OCUPACION,CY,322
OCUPACION,SJ,381
OCUPACION,PB,175
