dato,id,libres
OCUPACION,AL,118
OCUPACION,MA,202
OCUPACION,CA,217
OCUPACION,PA,73
OCUPACION,AN,408
OCUPACION,TE,63
OCUPACION,CE,236
OCUPACION,CY,282
OCUPACION,SJ,347
OCUPACION,PB,160
