id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,132,256,0,06:46:00,13:32:00
AN,367,512,115,23:57:00,12:21:00
CA,141,269,0,06:46:00,12:21:00
CE,189,333,1,01:58:00,12:21:00
CY,240,376,40,05:38:00,11:42:00
MA,84,216,0,01:58:00,12:56:00
PA,72,97,47,08:40:00,12:46:00
PB,182,201,147,07:33:00,19:30:00
SJ,318,395,153,01:58:00,11:21:00
TE,60,94,1,22:42:00,13:19:00
