id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,135,201,125,22:35:00,00:18:00
AN,226,266,22,23:58:00,20:45:00
CA,112,305,75,20:45:00,00:18:00
CE,101,158,24,23:58:00,20:45:00
CY,202,367,172,23:38:00,00:18:00
MA,9,113,1,23:58:00,00:18:00
PA,45,83,39,23:28:00,00:18:00
PB,174,178,138,00:18:00,21:46:00
SJ,234,335,174,23:58:00,20:45:00
TE,77,93,74,20:45:00,00:18:00
