id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,121,261,1,00:42:00,11:50:00
AN,390,491,180,02:39:00,11:50:00
CA,176,298,14,02:39:00,11:50:00
CE,220,324,127,07:17:00,11:50:00
CY,306,374,94,02:39:00,11:50:00
MA,96,213,2,07:17:00,11:50:00
PA,58,77,27,02:39:00,11:50:00
PB,150,194,107,07:17:00,11:50:00
SA,221,265,126,00:42:00,11:50:00
SJ,349,396,224,07:17:00,11:50:00
TE,75,116,55,07:17:00,19:39:00
