poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,23:11:00,241,-1,23:11:00
2,Cervantes,-1,277,-1,316,-1,09:55:00,184,-1,14:58:00
3,El Palo,-1,69,-1,83,-1,09:35:00,31,-1,15:18:00
4,Av. de Andalucía,-1,485,-1,503,-1,23:55:00,444,-1,00:12:00
5,Camas,-1,197,-1,266,-1,23:55:00,115,-1,00:12:00
6,Cruz De Humilladero,100,93,-1,100,-1,00:12:00,84,-1,20:39:00
8,Alcazaba,-1,122,-1,231,-1,23:55:00,14,-1,14:24:00
9,San Juan De La Cruz,410,388,-1,392,-1,22:25:00,383,-1,00:12:00
10,Pz. de la Marina,324,157,-1,248,-1,06:55:00,0,-1,14:24:00
12,Tejón y Rodriguez,-1,76,-1,99,-1,11:15:00,24,-1,00:12:00
138,El Carmen,-1,-1,-1,-1,-1,23:11:00,-1,-1,23:11:00
139,Mármoles,-1,-1,-1,-1,-1,23:11:00,-1,-1,23:11:00
140,El Limonar,161,-1,-1,-1,-1,23:11:00,-1,-1,23:11:00
142,Bailén,-1,-1,-1,-1,-1,23:11:00,-1,-1,23:11:00
