id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,185,296,82,06:40:00,21:57:00
AN,364,510,97,02:17:00,11:34:00
CA,159,296,0,03:56:00,12:56:00
CE,199,314,1,04:17:00,11:34:00
CY,284,384,54,23:49:00,11:45:00
MA,107,266,0,03:46:00,11:18:00
PA,54,79,15,02:17:00,12:46:00
PB,173,212,137,07:33:00,11:34:00
SJ,316,393,111,06:55:00,11:34:00
TE,86,127,54,06:16:00,12:46:00
