id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,75,195,0,06:41:00,19:45:00
AN,344,504,117,01:45:00,12:48:00
CA,115,262,0,05:47:00,10:55:00
CE,156,317,6,05:47:00,13:30:00
CY,289,396,96,05:47:00,11:45:00
MA,87,265,0,05:03:00,10:42:00
PA,54,82,10,07:55:00,11:18:00
PB,147,196,91,07:34:00,22:21:00
SJ,314,388,145,01:45:00,11:32:00
TE,58,108,0,04:32:00,21:46:00
