poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,00:17:00,241,-1,00:17:00
2,Cervantes,-1,240,-1,307,-1,08:55:00,134,-1,15:10:00
3,El Palo,-1,49,-1,63,-1,20:25:00,14,-1,11:29:00
4,Av. de Andalucía,-1,285,-1,481,-1,07:55:00,4,-1,18:46:00
5,Camas,-1,98,-1,254,-1,06:27:00,0,-1,18:56:00
6,Cruz De Humilladero,100,78,-1,87,-1,00:17:00,67,-1,11:29:00
8,Alcazaba,-1,106,-1,240,-1,08:25:00,0,-1,15:26:00
9,San Juan De La Cruz,410,351,-1,375,-1,09:28:00,303,-1,20:25:00
10,Pz. de la Marina,324,106,-1,258,-1,07:45:00,0,-1,15:36:00
12,Tejón y Rodriguez,-1,61,-1,100,-1,08:25:00,0,-1,22:25:00
138,El Carmen,-1,-1,-1,-1,-1,00:17:00,-1,-1,00:17:00
139,Mármoles,-1,-1,-1,-1,-1,00:17:00,-1,-1,00:17:00
140,El Limonar,161,-1,-1,-1,-1,00:17:00,-1,-1,00:17:00
142,Bailén,-1,-1,-1,-1,-1,00:17:00,-1,-1,00:17:00
