id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,214,284,132,06:45:00,12:56:00
AN,376,505,127,03:57:00,12:20:00
CA,137,266,0,03:57:00,11:13:00
CE,188,328,0,06:18:00,11:37:00
CY,255,371,6,04:23:00,11:37:00
MA,105,244,0,07:13:00,10:45:00
PA,56,85,27,07:48:00,11:58:00
PB,163,198,129,20:56:00,12:20:00
SJ,311,389,131,22:27:00,11:58:00
TE,79,126,23,01:45:00,13:25:00
