id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,159,270,55,06:55:00,13:59:00
AN,381,510,194,06:43:00,12:40:00
CA,170,296,4,01:45:00,11:55:00
CE,212,346,48,05:51:00,13:15:00
CY,248,384,28,06:43:00,11:24:00
MA,111,274,0,07:19:00,13:39:00
PA,71,92,39,07:58:00,12:19:00
PB,182,207,143,07:48:00,11:55:00
SJ,316,396,158,22:41:00,12:40:00
TE,91,136,45,06:43:00,13:15:00
