dato,id,libres
OCUPACION,AL,186
OCUPACION,MA,165
OCUPACION,CA,30
OCUPACION,PA,40
OCUPACION,AN,446
OCUPACION,TE,70
OCUPACION,CE,297
OCUPACION,CY,332
OCUPACION,SJ,381
OCUPACION,PB,173
