id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,158,256,19,06:42:00,13:47:00
AN,386,512,167,00:21:00,12:39:00
CA,163,276,1,07:18:00,12:49:00
CE,228,328,54,03:26:00,12:59:00
CY,285,385,104,05:38:00,11:55:00
MA,100,243,0,06:42:00,10:56:00
PA,73,93,42,08:53:00,11:41:00
PB,184,209,136,07:46:00,11:23:00
SJ,334,399,204,21:49:00,12:19:00
TE,62,118,13,01:50:00,13:20:00
