id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,169,251,78,09:48:00,14:46:00
AN,465,504,415,07:55:00,13:38:00
CA,182,228,124,23:59:00,14:46:00
CE,293,328,242,09:38:00,14:46:00
CY,367,386,333,00:55:00,13:17:00
MA,109,226,1,08:24:00,19:58:00
PA,79,95,43,12:24:00,15:39:00
PB,182,199,125,07:45:00,15:28:00
SJ,393,400,381,07:55:00,16:20:00
TE,89,113,50,12:58:00,00:55:00
