id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,113,266,0,08:54:00,21:24:00
AN,386,496,275,02:59:00,14:01:00
CA,117,244,0,06:57:00,12:57:00
CE,261,337,178,07:52:00,15:13:00
CY,356,390,293,06:57:00,19:35:00
MA,81,234,0,07:52:00,14:01:00
PA,51,76,3,00:53:00,15:46:00
PB,156,203,27,08:54:00,15:13:00
SJ,386,398,363,06:12:00,14:49:00
TE,86,126,30,07:52:00,21:24:00
