id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,120,287,9,04:48:00,21:22:00
AN,346,512,143,05:49:00,12:17:00
CA,123,278,4,00:32:00,18:39:00
CE,254,351,102,04:01:00,11:46:00
CY,282,393,88,05:49:00,12:17:00
MA,78,241,0,05:49:00,12:55:00
PA,63,85,26,08:35:00,12:30:00
PB,153,205,119,07:30:00,16:00:00
SJ,329,401,185,06:55:00,12:17:00
TE,87,123,65,07:30:00,22:16:00
