id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,188,276,103,06:48:00,13:35:00
AN,376,506,145,05:56:00,12:36:00
CA,163,266,1,07:36:00,12:56:00
CE,216,334,55,05:56:00,12:19:00
CY,261,389,40,03:16:00,10:48:00
MA,134,251,1,05:46:00,10:58:00
PA,70,88,39,07:46:00,12:46:00
PB,191,206,160,06:48:00,12:19:00
SJ,322,396,167,06:48:00,10:58:00
TE,88,112,51,17:28:00,13:13:00
