dato,id,libres
OCUPACION,AL,164
OCUPACION,MA,87
OCUPACION,CA,115
OCUPACION,PA,71
OCUPACION,AN,352
OCUPACION,TE,102
OCUPACION,CE,155
OCUPACION,CY,279
OCUPACION,SJ,299
OCUPACION,PB,194
