id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,166,294,46,06:58:00,21:31:00
AN,373,508,195,06:42:00,12:20:00
CA,156,310,11,00:42:00,11:51:00
CE,246,345,84,06:42:00,12:20:00
CY,285,389,98,04:42:00,12:42:00
MA,94,252,0,06:42:00,10:55:00
PA,65,92,21,07:47:00,12:56:00
PB,175,209,143,07:47:00,15:58:00
SJ,333,398,197,06:42:00,12:20:00
TE,96,145,64,04:42:00,18:32:00
