poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,19:22:00,241,-1,19:22:00
2,Cervantes,-1,232,-1,322,-1,06:38:00,42,-1,13:27:00
3,El Palo,-1,71,-1,89,-1,08:45:00,44,-1,19:46:00
4,Av. de Andalucía,-1,397,-1,508,-1,05:55:00,120,-1,12:35:00
5,Camas,-1,157,-1,269,-1,05:55:00,9,-1,13:27:00
6,Cruz De Humilladero,100,71,-1,93,-1,23:38:00,34,-1,19:22:00
8,Alcazaba,-1,168,-1,275,-1,05:55:00,38,-1,19:56:00
9,San Juan De La Cruz,410,335,-1,393,-1,00:28:00,163,-1,12:56:00
10,Pz. de la Marina,324,119,-1,239,-1,03:49:00,0,-1,13:27:00
12,Tejón y Rodriguez,-1,103,-1,131,-1,06:58:00,63,-1,12:56:00
138,El Carmen,-1,-1,-1,-1,-1,19:22:00,-1,-1,19:22:00
139,Mármoles,-1,-1,-1,-1,-1,19:22:00,-1,-1,19:22:00
140,El Limonar,161,-1,-1,-1,-1,19:22:00,-1,-1,19:22:00
142,Bailén,-1,-1,-1,-1,-1,19:22:00,-1,-1,19:22:00
