id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,215,290,143,06:50:00,13:57:00
AN,372,507,162,05:16:00,12:19:00
CA,162,284,1,04:35:00,12:29:00
CE,179,298,0,00:17:00,12:00:00
CY,256,373,17,04:25:00,11:40:00
MA,102,249,0,05:28:00,10:56:00
PA,59,86,26,02:16:00,12:00:00
PB,184,207,153,06:40:00,10:25:00
SJ,310,391,136,00:17:00,11:40:00
TE,71,116,21,05:16:00,13:22:00
