dato,id,libres
OCUPACION,AL,182
OCUPACION,MA,72
OCUPACION,CA,154
OCUPACION,PA,56
OCUPACION,AN,369
OCUPACION,TE,49
OCUPACION,CE,258
OCUPACION,CY,312
OCUPACION,SJ,353
OCUPACION,PB,179
