dato,id,libres
OCUPACION,AL,63
OCUPACION,MA,60
OCUPACION,CA,78
OCUPACION,PA,55
OCUPACION,AN,354
OCUPACION,TE,51
OCUPACION,CE,220
OCUPACION,CY,318
OCUPACION,SJ,379
OCUPACION,PB,152
