dato,id,libres
OCUPACION,AL,31
OCUPACION,MA,11
OCUPACION,CA,37
OCUPACION,PA,71
OCUPACION,AN,282
OCUPACION,TE,42
OCUPACION,CE,113
OCUPACION,CY,317
OCUPACION,SJ,381
OCUPACION,PB,183
