dato,id,libres
OCUPACION,AL,161
OCUPACION,MA,75
OCUPACION,CA,98
OCUPACION,PA,59
OCUPACION,AN,364
OCUPACION,TE,98
OCUPACION,CE,182
OCUPACION,CY,259
OCUPACION,SJ,331
OCUPACION,PB,184
