id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,194,284,66,06:04:00,12:59:00
AN,271,507,22,00:59:00,12:49:00
CA,174,276,11,06:48:00,12:59:00
CE,225,348,0,06:48:00,18:46:00
CY,327,391,216,05:08:00,12:59:00
MA,112,239,0,06:04:00,19:59:00
PA,47,81,3,23:45:00,11:36:00
PB,141,184,48,00:19:00,11:55:00
SJ,337,394,262,06:48:00,12:59:00
TE,96,115,86,00:19:00,15:45:00
