dato,id,libres
OCUPACION,AL,119
OCUPACION,MA,10
OCUPACION,CA,121
OCUPACION,PA,54
OCUPACION,AN,332
OCUPACION,TE,73
OCUPACION,CE,181
OCUPACION,CY,275
OCUPACION,SJ,327
OCUPACION,PB,157
OCUPACION,SA,186
