dato,id,libres
OCUPACION,AL,122
OCUPACION,MA,38
OCUPACION,CA,120
OCUPACION,PA,55
OCUPACION,AN,289
OCUPACION,TE,74
OCUPACION,CE,142
OCUPACION,CY,324
OCUPACION,SJ,278
OCUPACION,PB,167
