dato,id,libres
OCUPACION,AL,228
OCUPACION,MA,178
OCUPACION,CA,180
OCUPACION,PA,63
OCUPACION,AN,430
OCUPACION,TE,18
OCUPACION,CE,270
OCUPACION,CY,381
OCUPACION,SJ,401
OCUPACION,PB,134
