id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,202,305,86,03:37:00,12:46:00
AN,359,507,71,02:24:00,12:15:00
CA,172,291,1,03:37:00,12:35:00
CE,216,332,40,04:48:00,12:25:00
CY,263,376,64,05:47:00,11:58:00
MA,119,251,0,06:29:00,11:20:00
PA,73,100,38,02:24:00,11:47:00
PB,182,219,75,07:25:00,18:28:00
SJ,327,391,182,00:19:00,11:58:00
TE,93,121,47,06:17:00,10:58:00
