poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,193,-1,198,-1,22:12:00,188,-1,21:25:00
2,Cervantes,414,220,-1,229,-1,23:54:00,210,-1,21:25:00
3,El Palo,129,43,-1,48,-1,21:52:00,41,-1,23:43:00
4,Av. de Andalucía,517,468,-1,480,-1,23:43:00,440,-1,21:29:00
5,Camas,-1,195,-1,212,-1,23:54:00,164,-1,21:25:00
6,Cruz De Humilladero,100,72,-1,74,-1,22:50:00,67,-1,21:25:00
8,Alcazaba,-1,222,-1,260,-1,23:54:00,172,-1,21:25:00
9,San Juan De La Cruz,350,333,-1,334,-1,21:25:00,333,-1,22:12:00
10,Pz. de la Marina,256,195,-1,250,-1,23:54:00,146,-1,21:29:00
12,Tejón y Rodriguez,-1,101,-1,107,-1,22:32:00,99,-1,23:04:00
138,El Carmen,-1,-1,-1,-1,-1,21:25:00,-1,-1,21:25:00
139,Mármoles,-1,-1,-1,-1,-1,21:25:00,-1,-1,21:25:00
140,El Limonar,161,-1,-1,-1,-1,21:25:00,-1,-1,21:25:00
142,Bailén,-1,-1,-1,-1,-1,21:25:00,-1,-1,21:25:00
