poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,12:37:00,241,-1,12:37:00
2,Cervantes,-1,228,-1,318,-1,09:25:00,0,-1,21:12:00
3,El Palo,-1,69,-1,89,-1,20:57:00,35,-1,12:13:00
4,Av. de Andalucía,-1,410,-1,499,-1,05:14:00,261,-1,13:35:00
5,Camas,-1,101,-1,228,-1,06:28:00,0,-1,12:37:00
6,Cruz De Humilladero,100,79,-1,90,-1,07:26:00,63,-1,13:35:00
8,Alcazaba,-1,105,-1,242,-1,07:26:00,0,-1,22:25:00
9,San Juan De La Cruz,410,386,-1,397,-1,23:55:00,374,-1,15:16:00
10,Pz. de la Marina,324,94,-1,241,-1,07:26:00,0,-1,13:45:00
12,Tejón y Rodriguez,-1,56,-1,87,-1,08:48:00,0,-1,23:10:00
138,El Carmen,-1,-1,-1,-1,-1,12:37:00,-1,-1,12:37:00
139,Mármoles,-1,-1,-1,-1,-1,12:37:00,-1,-1,12:37:00
140,El Limonar,161,-1,-1,-1,-1,12:37:00,-1,-1,12:37:00
142,Bailén,-1,-1,-1,-1,-1,12:37:00,-1,-1,12:37:00
