id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,147,271,1,06:40:00,13:16:00
AN,356,502,105,00:17:00,12:44:00
CA,136,269,0,07:20:00,11:28:00
CE,213,332,55,06:40:00,12:55:00
CY,269,392,37,06:11:00,10:58:00
MA,91,233,0,05:04:00,10:58:00
PA,75,93,40,07:39:00,12:55:00
PB,171,201,140,07:49:00,19:34:00
SJ,309,395,152,22:55:00,11:55:00
TE,83,119,39,00:17:00,13:16:00
