id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,192,286,124,02:51:00,12:35:00
AN,351,497,122,04:22:00,12:35:00
CA,126,281,0,05:40:00,11:35:00
CE,196,324,19,02:51:00,12:55:00
CY,241,369,51,06:23:00,11:55:00
MA,86,243,0,04:00:00,10:38:00
PA,53,83,13,07:45:00,19:20:00
PB,181,210,139,07:45:00,18:46:00
SJ,310,390,144,00:25:00,11:45:00
TE,60,95,24,06:36:00,10:28:00
