poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,22:25:00,241,-1,22:25:00
2,Cervantes,-1,185,-1,305,-1,05:58:00,0,-1,12:40:00
3,El Palo,-1,51,-1,81,-1,08:21:00,18,-1,11:56:00
4,Av. de Andalucía,-1,379,-1,502,-1,04:27:00,152,-1,12:40:00
5,Camas,-1,156,-1,278,-1,01:55:00,13,-1,12:15:00
6,Cruz De Humilladero,100,85,-1,100,-1,22:25:00,65,-1,13:25:00
8,Alcazaba,-1,152,-1,277,-1,04:27:00,0,-1,12:30:00
9,San Juan De La Cruz,410,329,-1,396,-1,23:25:00,211,-1,11:36:00
10,Pz. de la Marina,324,104,-1,238,-1,07:37:00,0,-1,19:16:00
12,Tejón y Rodriguez,-1,90,-1,111,-1,07:37:00,55,-1,13:10:00
138,El Carmen,-1,-1,-1,-1,-1,22:25:00,-1,-1,22:25:00
139,Mármoles,-1,-1,-1,-1,-1,22:25:00,-1,-1,22:25:00
140,El Limonar,161,-1,-1,-1,-1,22:25:00,-1,-1,22:25:00
142,Bailén,-1,-1,-1,-1,-1,22:25:00,-1,-1,22:25:00
