poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,01:27:00,241,-1,01:27:00
2,Cervantes,-1,191,-1,319,-1,05:56:00,8,-1,11:55:00
3,El Palo,-1,57,-1,79,-1,05:56:00,15,-1,13:10:00
4,Av. de Andalucía,-1,349,-1,504,-1,04:23:00,103,-1,12:55:00
5,Camas,-1,109,-1,260,-1,05:14:00,0,-1,19:16:00
6,Cruz De Humilladero,100,73,-1,86,-1,16:27:00,46,-1,11:45:00
8,Alcazaba,-1,121,-1,277,-1,05:56:00,0,-1,21:45:00
9,San Juan De La Cruz,410,316,-1,390,-1,01:27:00,156,-1,11:25:00
10,Pz. de la Marina,324,87,-1,260,-1,05:56:00,0,-1,19:48:00
12,Tejón y Rodriguez,-1,66,-1,104,-1,07:37:00,23,-1,22:25:00
138,El Carmen,-1,-1,-1,-1,-1,01:27:00,-1,-1,01:27:00
139,Mármoles,-1,-1,-1,-1,-1,01:27:00,-1,-1,01:27:00
140,El Limonar,161,-1,-1,-1,-1,01:27:00,-1,-1,01:27:00
142,Bailén,-1,-1,-1,-1,-1,01:27:00,-1,-1,01:27:00
