id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,138,284,2,05:31:00,19:20:00
AN,378,513,139,02:16:00,12:56:00
CA,157,291,0,04:35:00,11:49:00
CE,212,326,3,06:48:00,11:59:00
CY,247,368,43,04:45:00,12:46:00
MA,115,247,0,03:49:00,11:13:00
PA,61,88,26,06:28:00,19:20:00
PB,190,219,148,02:16:00,19:35:00
SJ,320,395,143,23:12:00,11:29:00
TE,81,120,50,05:45:00,19:20:00
