poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,173,-1,257,-1,02:59:00,75,-1,12:35:00
2,Cervantes,414,187,-1,312,-1,05:42:00,11,-1,12:53:00
3,El Palo,129,50,-1,70,-1,07:57:00,26,-1,10:58:00
4,Av. de Andalucía,517,353,-1,509,-1,04:56:00,113,-1,12:35:00
5,Camas,-1,138,-1,289,-1,06:47:00,0,-1,11:52:00
6,Cruz De Humilladero,100,78,-1,95,-1,00:07:00,57,-1,11:46:00
8,Alcazaba,-1,139,-1,274,-1,06:47:00,3,-1,13:43:00
9,San Juan De La Cruz,350,284,-1,346,-1,02:59:00,195,-1,12:17:00
10,Pz. de la Marina,256,123,-1,301,-1,06:47:00,0,-1,10:41:00
12,Tejón y Rodriguez,-1,57,-1,104,-1,07:39:00,2,-1,13:37:00
138,El Carmen,-1,-1,-1,-1,-1,00:07:00,-1,-1,00:07:00
139,Mármoles,-1,-1,-1,-1,-1,00:07:00,-1,-1,00:07:00
140,El Limonar,161,-1,-1,-1,-1,00:07:00,-1,-1,00:07:00
142,Bailén,-1,-1,-1,-1,-1,00:07:00,-1,-1,00:07:00
