id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,129,242,3,06:58:00,12:55:00
AN,385,508,193,06:48:00,12:55:00
CA,122,233,1,05:06:00,13:16:00
CE,245,325,128,05:06:00,13:30:00
CY,316,388,171,05:06:00,12:20:00
MA,76,212,0,06:26:00,12:44:00
PA,72,88,45,08:30:00,12:20:00
PB,173,195,133,08:30:00,12:44:00
SJ,353,395,247,00:46:00,11:21:00
TE,57,94,2,06:58:00,13:16:00
