poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,06:56:00,241,-1,06:56:00
2,Cervantes,-1,281,-1,319,-1,23:55:00,195,-1,15:29:00
3,El Palo,-1,74,-1,91,-1,18:31:00,43,-1,15:19:00
4,Av. de Andalucía,-1,464,-1,477,-1,04:39:00,445,-1,13:25:00
5,Camas,-1,221,-1,265,-1,23:45:00,150,-1,14:47:00
6,Cruz De Humilladero,100,83,-1,89,-1,08:45:00,73,-1,20:29:00
8,Alcazaba,-1,178,-1,259,-1,09:25:00,74,-1,00:12:00
9,San Juan De La Cruz,410,395,-1,398,-1,21:13:00,391,-1,15:49:00
10,Pz. de la Marina,324,119,-1,213,-1,23:55:00,0,-1,14:26:00
12,Tejón y Rodriguez,-1,84,-1,112,-1,13:13:00,17,-1,00:37:00
138,El Carmen,-1,-1,-1,-1,-1,06:56:00,-1,-1,06:56:00
139,Mármoles,-1,-1,-1,-1,-1,06:56:00,-1,-1,06:56:00
140,El Limonar,161,-1,-1,-1,-1,06:56:00,-1,-1,06:56:00
142,Bailén,-1,-1,-1,-1,-1,06:56:00,-1,-1,06:56:00
