poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,03:30:00,241,-1,03:30:00
2,Cervantes,-1,218,-1,320,-1,05:55:00,64,-1,13:28:00
3,El Palo,-1,68,-1,89,-1,07:57:00,35,-1,12:25:00
4,Av. de Andalucía,-1,374,-1,508,-1,03:30:00,123,-1,12:25:00
5,Camas,-1,194,-1,301,-1,07:37:00,0,-1,12:25:00
6,Cruz De Humilladero,100,74,-1,92,-1,23:38:00,47,-1,18:29:00
8,Alcazaba,-1,196,-1,285,-1,06:28:00,95,-1,20:12:00
9,San Juan De La Cruz,410,323,-1,393,-1,03:30:00,171,-1,12:35:00
10,Pz. de la Marina,324,114,-1,246,-1,06:59:00,0,-1,10:57:00
12,Tejón y Rodriguez,-1,92,-1,114,-1,07:37:00,57,-1,11:34:00
138,El Carmen,-1,-1,-1,-1,-1,03:30:00,-1,-1,03:30:00
139,Mármoles,-1,-1,-1,-1,-1,03:30:00,-1,-1,03:30:00
140,El Limonar,161,-1,-1,-1,-1,03:30:00,-1,-1,03:30:00
142,Bailén,-1,-1,-1,-1,-1,03:30:00,-1,-1,03:30:00
