id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,104,233,0,07:32:00,18:17:00
AN,363,502,137,06:12:00,18:57:00
CA,127,226,0,07:56:00,17:52:00
CE,271,341,152,11:29:00,15:50:00
CY,369,388,331,03:04:00,12:55:00
MA,108,216,0,07:56:00,15:38:00
PA,71,83,54,08:59:00,16:19:00
PB,186,203,126,06:12:00,15:38:00
SJ,382,397,360,23:21:00,14:55:00
TE,45,96,0,11:29:00,16:19:00
