poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,20:50:00,241,-1,20:50:00
2,Cervantes,-1,184,-1,313,-1,03:17:00,0,-1,12:45:00
3,El Palo,-1,51,-1,84,-1,07:56:00,11,-1,12:45:00
4,Av. de Andalucía,-1,359,-1,502,-1,07:00:00,136,-1,12:55:00
5,Camas,-1,144,-1,296,-1,04:35:00,2,-1,19:47:00
6,Cruz De Humilladero,100,83,-1,100,-1,07:00:00,68,-1,01:38:00
8,Alcazaba,-1,121,-1,258,-1,05:56:00,7,-1,21:35:00
9,San Juan De La Cruz,410,333,-1,395,-1,04:35:00,188,-1,12:16:00
10,Pz. de la Marina,324,101,-1,263,-1,07:23:00,0,-1,10:55:00
12,Tejón y Rodriguez,-1,61,-1,101,-1,07:23:00,23,-1,22:13:00
138,El Carmen,-1,-1,-1,-1,-1,20:50:00,-1,-1,20:50:00
139,Mármoles,-1,-1,-1,-1,-1,20:50:00,-1,-1,20:50:00
140,El Limonar,161,-1,-1,-1,-1,20:50:00,-1,-1,20:50:00
142,Bailén,-1,-1,-1,-1,-1,20:50:00,-1,-1,20:50:00
