dato,id,libres
OCUPACION,AL,210
OCUPACION,MA,184
OCUPACION,CA,221
OCUPACION,PA,87
OCUPACION,AN,373
OCUPACION,TE,83
OCUPACION,CE,184
OCUPACION,CY,173
OCUPACION,SJ,310
OCUPACION,PB,197
