poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,17:12:00,241,-1,17:12:00
2,Cervantes,-1,282,-1,317,-1,08:49:00,222,-1,14:58:00
3,El Palo,-1,49,-1,79,-1,21:35:00,4,-1,15:58:00
4,Av. de Andalucía,-1,474,-1,496,-1,09:35:00,446,-1,13:45:00
5,Camas,-1,207,-1,240,-1,03:58:00,116,-1,00:12:00
6,Cruz De Humilladero,100,85,-1,88,-1,22:25:00,77,-1,20:57:00
8,Alcazaba,-1,173,-1,244,-1,09:25:00,77,-1,00:12:00
9,San Juan De La Cruz,410,394,-1,397,-1,22:25:00,388,-1,16:55:00
10,Pz. de la Marina,324,127,-1,213,-1,07:26:00,2,-1,14:58:00
12,Tejón y Rodriguez,-1,82,-1,93,-1,17:35:00,50,-1,00:12:00
138,El Carmen,-1,-1,-1,-1,-1,17:12:00,-1,-1,17:12:00
139,Mármoles,-1,-1,-1,-1,-1,17:12:00,-1,-1,17:12:00
140,El Limonar,161,-1,-1,-1,-1,17:12:00,-1,-1,17:12:00
142,Bailén,-1,-1,-1,-1,-1,17:12:00,-1,-1,17:12:00
