poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,07:58:00,241,-1,07:58:00
2,Cervantes,-1,263,-1,317,-1,07:27:00,185,-1,22:55:00
3,El Palo,-1,57,-1,73,-1,07:58:00,40,-1,15:26:00
4,Av. de Andalucía,-1,456,-1,501,-1,06:29:00,380,-1,20:40:00
5,Camas,-1,158,-1,260,-1,06:59:00,0,-1,21:30:00
6,Cruz De Humilladero,100,89,-1,95,-1,01:57:00,81,-1,20:40:00
8,Alcazaba,-1,156,-1,262,-1,07:17:00,0,-1,20:30:00
9,San Juan De La Cruz,410,389,-1,396,-1,23:56:00,382,-1,15:15:00
10,Pz. de la Marina,324,120,-1,259,-1,07:38:00,0,-1,20:30:00
12,Tejón y Rodriguez,-1,73,-1,106,-1,07:58:00,0,-1,22:25:00
138,El Carmen,-1,-1,-1,-1,-1,07:58:00,-1,-1,07:58:00
139,Mármoles,-1,-1,-1,-1,-1,07:58:00,-1,-1,07:58:00
140,El Limonar,161,-1,-1,-1,-1,07:58:00,-1,-1,07:58:00
142,Bailén,-1,-1,-1,-1,-1,07:58:00,-1,-1,07:58:00
