poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,21:35:00,241,-1,21:35:00
2,Cervantes,-1,282,-1,310,-1,23:11:00,191,-1,15:18:00
3,El Palo,-1,69,-1,76,-1,07:27:00,48,-1,15:28:00
4,Av. de Andalucía,-1,480,-1,500,-1,07:57:00,454,-1,15:28:00
5,Camas,-1,202,-1,274,-1,07:27:00,68,-1,15:39:00
6,Cruz De Humilladero,100,91,-1,100,-1,14:24:00,83,-1,10:58:00
8,Alcazaba,-1,179,-1,265,-1,07:47:00,1,-1,15:49:00
9,San Juan De La Cruz,410,391,-1,395,-1,17:25:00,385,-1,14:24:00
10,Pz. de la Marina,324,142,-1,229,-1,07:57:00,0,-1,14:58:00
12,Tejón y Rodriguez,-1,84,-1,108,-1,10:48:00,24,-1,00:12:00
138,El Carmen,-1,-1,-1,-1,-1,21:35:00,-1,-1,21:35:00
139,Mármoles,-1,-1,-1,-1,-1,21:35:00,-1,-1,21:35:00
140,El Limonar,161,-1,-1,-1,-1,21:35:00,-1,-1,21:35:00
142,Bailén,-1,-1,-1,-1,-1,21:35:00,-1,-1,21:35:00
