poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,15:39:00,241,-1,15:39:00
2,Cervantes,-1,194,-1,318,-1,05:19:00,0,-1,12:35:00
3,El Palo,-1,72,-1,90,-1,16:00:00,37,-1,11:31:00
4,Av. de Andalucía,-1,367,-1,506,-1,00:25:00,92,-1,12:25:00
5,Camas,-1,144,-1,275,-1,06:48:00,0,-1,11:45:00
6,Cruz De Humilladero,100,74,-1,94,-1,23:12:00,47,-1,11:31:00
8,Alcazaba,-1,140,-1,251,-1,06:38:00,0,-1,11:55:00
9,San Juan De La Cruz,410,331,-1,394,-1,05:19:00,171,-1,12:25:00
10,Pz. de la Marina,324,104,-1,234,-1,05:19:00,0,-1,18:58:00
12,Tejón y Rodriguez,-1,80,-1,124,-1,07:36:00,33,-1,12:56:00
138,El Carmen,-1,-1,-1,-1,-1,15:39:00,-1,-1,15:39:00
139,Mármoles,-1,-1,-1,-1,-1,15:39:00,-1,-1,15:39:00
140,El Limonar,161,-1,-1,-1,-1,15:39:00,-1,-1,15:39:00
142,Bailén,-1,-1,-1,-1,-1,15:39:00,-1,-1,15:39:00
