poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,17:49:00,241,-1,17:49:00
2,Cervantes,-1,213,-1,320,-1,04:49:00,1,-1,12:10:00
3,El Palo,-1,64,-1,79,-1,14:55:00,23,-1,11:55:00
4,Av. de Andalucía,-1,376,-1,505,-1,04:49:00,106,-1,12:55:00
5,Camas,-1,139,-1,260,-1,04:49:00,0,-1,11:14:00
6,Cruz De Humilladero,100,74,-1,93,-1,00:58:00,47,-1,20:35:00
8,Alcazaba,-1,154,-1,277,-1,03:28:00,19,-1,13:26:00
9,San Juan De La Cruz,410,318,-1,394,-1,22:35:00,168,-1,12:10:00
10,Pz. de la Marina,324,113,-1,251,-1,06:27:00,0,-1,16:19:00
12,Tejón y Rodriguez,-1,102,-1,133,-1,04:49:00,57,-1,12:55:00
138,El Carmen,-1,-1,-1,-1,-1,17:49:00,-1,-1,17:49:00
139,Mármoles,-1,-1,-1,-1,-1,17:49:00,-1,-1,17:49:00
140,El Limonar,161,-1,-1,-1,-1,17:49:00,-1,-1,17:49:00
142,Bailén,-1,-1,-1,-1,-1,17:49:00,-1,-1,17:49:00
