poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,15:12:00,241,-1,15:12:00
2,Cervantes,-1,233,-1,339,-1,23:39:00,27,-1,12:45:00
3,El Palo,-1,64,-1,83,-1,07:47:00,38,-1,11:55:00
4,Av. de Andalucía,-1,347,-1,502,-1,05:33:00,124,-1,12:11:00
5,Camas,-1,143,-1,275,-1,04:26:00,2,-1,17:55:00
6,Cruz De Humilladero,100,70,-1,91,-1,23:29:00,29,-1,11:55:00
8,Alcazaba,-1,162,-1,279,-1,06:39:00,43,-1,20:25:00
9,San Juan De La Cruz,410,311,-1,390,-1,02:12:00,152,-1,12:11:00
10,Pz. de la Marina,324,100,-1,252,-1,07:24:00,0,-1,11:16:00
12,Tejón y Rodriguez,-1,89,-1,122,-1,06:39:00,54,-1,18:49:00
