dato,id,libres
OCUPACION,AL,170
OCUPACION,MA,159
OCUPACION,CA,255
OCUPACION,PA,54
OCUPACION,AN,502
OCUPACION,TE,60
OCUPACION,CE,323
OCUPACION,CY,351
OCUPACION,SJ,396
OCUPACION,PB,162
