poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,07:58:00,241,-1,07:58:00
2,Cervantes,-1,192,-1,313,-1,01:28:00,9,-1,13:25:00
3,El Palo,-1,54,-1,88,-1,08:23:00,23,-1,18:48:00
4,Av. de Andalucía,-1,383,-1,506,-1,05:25:00,152,-1,12:45:00
5,Camas,-1,147,-1,271,-1,05:46:00,0,-1,12:45:00
6,Cruz De Humilladero,100,73,-1,93,-1,23:25:00,45,-1,12:45:00
8,Alcazaba,-1,148,-1,236,-1,05:25:00,21,-1,12:45:00
9,San Juan De La Cruz,410,330,-1,397,-1,22:56:00,178,-1,11:36:00
10,Pz. de la Marina,324,108,-1,243,-1,06:59:00,0,-1,12:15:00
12,Tejón y Rodriguez,-1,74,-1,110,-1,07:38:00,37,-1,12:30:00
138,El Carmen,-1,-1,-1,-1,-1,07:58:00,-1,-1,07:58:00
139,Mármoles,-1,-1,-1,-1,-1,07:58:00,-1,-1,07:58:00
140,El Limonar,161,-1,-1,-1,-1,07:58:00,-1,-1,07:58:00
142,Bailén,-1,-1,-1,-1,-1,07:58:00,-1,-1,07:58:00
