poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,07:48:00,241,-1,07:48:00
2,Cervantes,-1,187,-1,316,-1,05:56:00,1,-1,12:17:00
3,El Palo,-1,68,-1,89,-1,07:58:00,28,-1,11:56:00
4,Av. de Andalucía,-1,368,-1,506,-1,05:56:00,91,-1,12:17:00
5,Camas,-1,148,-1,276,-1,03:59:00,1,-1,11:26:00
6,Cruz De Humilladero,100,77,-1,93,-1,07:48:00,46,-1,12:17:00
8,Alcazaba,-1,160,-1,271,-1,06:49:00,39,-1,13:46:00
9,San Juan De La Cruz,410,333,-1,394,-1,01:27:00,178,-1,12:17:00
10,Pz. de la Marina,324,100,-1,250,-1,06:49:00,0,-1,17:58:00
12,Tejón y Rodriguez,-1,81,-1,114,-1,08:25:00,49,-1,12:32:00
138,El Carmen,-1,-1,-1,-1,-1,07:48:00,-1,-1,07:48:00
139,Mármoles,-1,-1,-1,-1,-1,07:48:00,-1,-1,07:48:00
140,El Limonar,161,-1,-1,-1,-1,07:48:00,-1,-1,07:48:00
142,Bailén,-1,-1,-1,-1,-1,07:48:00,-1,-1,07:48:00
